x user attacker FAR FRR threshold
0.9249 0.1987 0.0039 0.0039 0.0000 0.5000
0.9259 0.1939 0.0038 0.0038 0.0000 0.5000
0.9269 0.1892 0.0037 0.0037 0.0000 0.5000
0.9279 0.1846 0.0037 0.0037 0.0000 0.5000
0.9289 0.1800 0.0036 0.0036 0.0000 0.5000
0.9299 0.1756 0.0035 0.0035 0.0000 0.5000
0.9309 0.1712 0.0034 0.0034 0.0000 0.5000
0.9319 0.1670 0.0033 0.0033 0.0000 0.5000
0.9329 0.1628 0.0033 0.0033 0.0000 0.5000
0.9339 0.1587 0.0032 0.0032 0.0000 0.5000
0.9349 0.1547 0.0031 0.0031 0.0000 0.5000
0.9359 0.1508 0.0031 0.0031 0.0000 0.5000
0.9369 0.1470 0.0030 0.0030 0.0000 0.5000
0.9379 0.1433 0.0029 0.0029 0.0000 0.5000
0.9389 0.1396 0.0028 0.0028 0.0000 0.5000
0.9399 0.1360 0.0028 0.0028 0.0000 0.5000
0.9409 0.1325 0.0027 0.0027 0.0000 0.5000
0.9419 0.1291 0.0027 0.0027 0.0000 0.5000
0.9429 0.1258 0.0026 0.0026 0.0000 0.5000
0.9439 0.1225 0.0025 0.0025 0.0000 0.5000
0.9449 0.1193 0.0025 0.0025 0.0000 0.5000
0.9459 0.1162 0.0024 0.0024 0.0000 0.5000
0.9469 0.1131 0.0024 0.0024 0.0000 0.5000
0.9479 0.1101 0.0023 0.0023 0.0000 0.5000
0.9489 0.1072 0.0023 0.0023 0.0000 0.5000
0.9499 0.1044 0.0022 0.0022 0.0000 0.5000
0.9510 0.1016 0.0022 0.0022 0.0000 0.5000
0.9520 0.0988 0.0021 0.0021 0.0000 0.5000
0.9530 0.0962 0.0021 0.0021 0.0000 0.5000
0.9540 0.0936 0.0020 0.0020 0.0000 0.5000
0.9550 0.0910 0.0020 0.0020 0.0000 0.5000
0.9560 0.0886 0.0019 0.0019 0.0000 0.5000
0.9570 0.0862 0.0019 0.0019 0.0000 0.5000
0.9580 0.0838 0.0018 0.0018 0.0000 0.5000
0.9590 0.0815 0.0018 0.0018 0.0000 0.5000
0.9600 0.0792 0.0017 0.0017 0.0000 0.5000
0.9610 0.0770 0.0017 0.0017 0.0000 0.5000
0.9620 0.0749 0.0017 0.0017 0.0000 0.5000
0.9630 0.0728 0.0016 0.0016 0.0000 0.5000
0.9640 0.0708 0.0016 0.0016 0.0000 0.5000
0.9650 0.0688 0.0015 0.0015 0.0000 0.5000
0.9660 0.0669 0.0015 0.0015 0.0000 0.5000
0.9670 0.0650 0.0015 0.0015 0.0000 0.5000
0.9680 0.0631 0.0014 0.0014 0.0000 0.5000
0.9690 0.0613 0.0014 0.0014 0.0000 0.5000
0.9700 0.0596 0.0014 0.0014 0.0000 0.5000
0.9710 0.0579 0.0013 0.0013 0.0000 0.5000
0.9720 0.0562 0.0013 0.0013 0.0000 0.5000
0.9730 0.0546 0.0013 0.0013 0.0000 0.5000
0.9740 0.0530 0.0012 0.0012 0.0000 0.5000
0.9750 0.0515 0.0012 0.0012 0.0000 0.5000
0.9760 0.0500 0.0012 0.0012 0.0000 0.5000
0.9770 0.0485 0.0012 0.0012 0.0000 0.5000
0.9780 0.0471 0.0011 0.0011 0.0000 0.5000
0.9790 0.0457 0.0011 0.0011 0.0000 0.5000
0.9800 0.0443 0.0011 0.0011 0.0000 0.5000
0.9810 0.0430 0.0010 0.0010 0.0000 0.5000
0.9820 0.0418 0.0010 0.0010 0.0000 0.5000
0.9830 0.0405 0.0010 0.0010 0.0000 0.5000
0.9840 0.0393 0.0010 0.0010 0.0000 0.5000
0.9850 0.0381 0.0009 0.0009 0.0000 0.5000
0.9860 0.0370 0.0009 0.0009 0.0000 0.5000
0.9870 0.0359 0.0009 0.0009 0.0000 0.5000
0.9880 0.0348 0.0009 0.0009 0.0000 0.5000
0.9890 0.0337 0.0009 0.0009 0.0000 0.5000
0.9900 0.0327 0.0008 0.0008 0.0000 0.5000
0.9910 0.0317 0.0008 0.0008 0.0000 0.5000
0.9920 0.0307 0.0008 0.0008 0.0000 0.5000
0.9930 0.0298 0.0008 0.0008 0.0000 0.5000
0.9940 0.0288 0.0008 0.0008 0.0000 0.5000
0.9950 0.0279 0.0007 0.0007 0.0000 0.5000
0.9960 0.0271 0.0007 0.0007 0.0000 0.5000
0.9970 0.0262 0.0007 0.0007 0.0000 0.5000
0.9980 0.0254 0.0007 0.0007 0.0000 0.5000
0.9990 0.0246 0.0007 0.0007 0.0000 0.5000
1.0000 0.0238 0.0007 0.0007 0.0000 0.5000
