s PU PA_sym PA_asym
0.255255 0.000000 2.500000 3.333333
0.256256 0.000000 2.500000 3.333333
0.257257 0.000000 2.500000 3.333333
0.258258 0.000000 2.500000 3.333333
0.259259 0.000000 2.500000 3.333333
0.260260 0.000000 2.500000 3.333333
0.261261 0.000000 2.500000 3.333333
0.262262 0.000000 2.500000 3.333333
0.263263 0.000000 2.500000 3.333333
0.264264 0.000000 2.500000 3.333333
0.265265 0.000000 2.500000 3.333333
0.266266 0.000000 2.500000 3.333333
0.267267 0.000000 2.500000 3.333333
0.268268 0.000000 2.500000 3.333333
0.269269 0.000000 2.500000 3.333333
0.270270 0.000000 2.500000 3.333333
0.271271 0.000000 2.500000 3.333333
0.272272 0.000000 2.500000 3.333333
0.273273 0.000000 2.500000 3.333333
0.274274 0.000000 2.500000 3.333333
0.275275 0.000000 2.500000 3.333333
0.276276 0.000000 2.500000 3.333333
0.277277 0.000000 2.500000 3.333333
0.278278 0.000000 2.500000 3.333333
0.279279 0.000000 2.500000 3.333333
0.280280 0.000000 2.500000 3.333333
0.281281 0.000000 2.500000 3.333333
0.282282 0.000000 2.500000 3.333333
0.283283 0.000000 2.500000 3.333333
0.284284 0.000000 2.500000 3.333333
0.285285 0.000000 2.500000 3.333333
0.286286 0.000000 2.500000 3.333333
0.287287 0.000000 2.500000 3.333333
0.288288 0.000000 2.500000 3.333333
0.289289 0.000000 2.500000 3.333333
0.290290 0.000000 2.500000 3.333333
0.291291 0.000000 2.500000 3.333333
0.292292 0.000000 2.500000 3.333333
0.293293 0.000000 2.500000 3.333333
0.294294 0.000000 2.500000 3.333333
0.295295 0.000000 2.500000 3.333333
0.296296 0.000000 2.500000 3.333333
0.297297 0.000000 2.500000 3.333333
0.298298 0.000000 2.500000 3.333333
0.299299 0.000000 2.500000 3.333333
0.300300 2.500000 2.500000 3.333333
0.301301 2.500000 2.500000 3.333333
0.302302 2.500000 2.500000 3.333333
0.303303 2.500000 2.500000 3.333333
0.304304 2.500000 2.500000 3.333333
0.305305 2.500000 2.500000 3.333333
0.306306 2.500000 2.500000 3.333333
0.307307 2.500000 2.500000 3.333333
0.308308 2.500000 2.500000 3.333333
0.309309 2.500000 2.500000 3.333333
0.310310 2.500000 2.500000 3.333333
0.311311 2.500000 2.500000 3.333333
0.312312 2.500000 2.500000 3.333333
0.313313 2.500000 2.500000 3.333333
0.314314 2.500000 2.500000 3.333333
0.315315 2.500000 2.500000 3.333333
0.316316 2.500000 2.500000 3.333333
0.317317 2.500000 2.500000 3.333333
0.318318 2.500000 2.500000 3.333333
0.319319 2.500000 2.500000 3.333333
0.320320 2.500000 2.500000 3.333333
0.321321 2.500000 2.500000 3.333333
0.322322 2.500000 2.500000 3.333333
0.323323 2.500000 2.500000 3.333333
0.324324 2.500000 2.500000 3.333333
0.325325 2.500000 2.500000 3.333333
0.326326 2.500000 2.500000 3.333333
0.327327 2.500000 2.500000 3.333333
0.328328 2.500000 2.500000 3.333333
0.329329 2.500000 2.500000 3.333333
0.330330 2.500000 2.500000 3.333333
0.331331 2.500000 2.500000 3.333333
0.332332 2.500000 2.500000 3.333333
0.333333 2.500000 2.500000 3.333333
0.334334 2.500000 2.500000 3.333333
0.335335 2.500000 2.500000 3.333333
0.336336 2.500000 2.500000 3.333333
0.337337 2.500000 2.500000 3.333333
0.338338 2.500000 2.500000 3.333333
0.339339 2.500000 2.500000 3.333333
0.340340 2.500000 2.500000 3.333333
0.341341 2.500000 2.500000 3.333333
0.342342 2.500000 2.500000 3.333333
0.343343 2.500000 2.500000 3.333333
0.344344 2.500000 2.500000 3.333333
0.345345 2.500000 2.500000 3.333333
0.346346 2.500000 2.500000 3.333333
0.347347 2.500000 2.500000 3.333333
0.348348 2.500000 2.500000 3.333333
0.349349 2.500000 2.500000 3.333333
0.350350 2.500000 2.500000 0.000000
0.351351 2.500000 2.500000 0.000000
0.352352 2.500000 2.500000 0.000000
0.353353 2.500000 2.500000 0.000000
0.354354 2.500000 2.500000 0.000000
0.355355 2.500000 2.500000 0.000000
0.356356 2.500000 2.500000 0.000000
0.357357 2.500000 2.500000 0.000000
0.358358 2.500000 2.500000 0.000000
0.359359 2.500000 2.500000 0.000000
0.360360 2.500000 2.500000 0.000000
0.361361 2.500000 2.500000 0.000000
0.362362 2.500000 2.500000 0.000000
0.363363 2.500000 2.500000 0.000000
0.364364 2.500000 2.500000 0.000000
0.365365 2.500000 2.500000 0.000000
0.366366 2.500000 2.500000 0.000000
0.367367 2.500000 2.500000 0.000000
0.368368 2.500000 2.500000 0.000000
0.369369 2.500000 2.500000 0.000000
0.370370 2.500000 2.500000 0.000000
0.371371 2.500000 2.500000 0.000000
0.372372 2.500000 2.500000 0.000000
0.373373 2.500000 2.500000 0.000000
0.374374 2.500000 2.500000 0.000000
0.375375 2.500000 2.500000 0.000000
0.376376 2.500000 2.500000 0.000000
0.377377 2.500000 2.500000 0.000000
0.378378 2.500000 2.500000 0.000000
0.379379 2.500000 2.500000 0.000000
0.380380 2.500000 2.500000 0.000000
0.381381 2.500000 2.500000 0.000000
0.382382 2.500000 2.500000 0.000000
0.383383 2.500000 2.500000 0.000000
0.384384 2.500000 2.500000 0.000000
0.385385 2.500000 2.500000 0.000000
0.386386 2.500000 2.500000 0.000000
0.387387 2.500000 2.500000 0.000000
0.388388 2.500000 2.500000 0.000000
0.389389 2.500000 2.500000 0.000000
0.390390 2.500000 2.500000 0.000000
0.391391 2.500000 2.500000 0.000000
0.392392 2.500000 2.500000 0.000000
0.393393 2.500000 2.500000 0.000000
0.394394 2.500000 2.500000 0.000000
0.395395 2.500000 2.500000 0.000000
0.396396 2.500000 2.500000 0.000000
0.397397 2.500000 2.500000 0.000000
0.398398 2.500000 2.500000 0.000000
0.399399 2.500000 2.500000 0.000000
0.400400 2.500000 2.500000 0.000000
0.401401 2.500000 2.500000 0.000000
0.402402 2.500000 2.500000 0.000000
0.403403 2.500000 2.500000 0.000000
0.404404 2.500000 2.500000 0.000000
0.405405 2.500000 2.500000 0.000000
0.406406 2.500000 2.500000 0.000000
0.407407 2.500000 2.500000 0.000000
0.408408 2.500000 2.500000 0.000000
0.409409 2.500000 2.500000 0.000000
0.410410 2.500000 2.500000 0.000000
0.411411 2.500000 2.500000 0.000000
0.412412 2.500000 2.500000 0.000000
0.413413 2.500000 2.500000 0.000000
0.414414 2.500000 2.500000 0.000000
0.415415 2.500000 2.500000 0.000000
0.416416 2.500000 2.500000 0.000000
0.417417 2.500000 2.500000 0.000000
0.418418 2.500000 2.500000 0.000000
0.419419 2.500000 2.500000 0.000000
0.420420 2.500000 2.500000 0.000000
0.421421 2.500000 2.500000 0.000000
0.422422 2.500000 2.500000 0.000000
0.423423 2.500000 2.500000 0.000000
0.424424 2.500000 2.500000 0.000000
0.425425 2.500000 2.500000 0.000000
0.426426 2.500000 2.500000 0.000000
0.427427 2.500000 2.500000 0.000000
0.428428 2.500000 2.500000 0.000000
0.429429 2.500000 2.500000 0.000000
0.430430 2.500000 2.500000 0.000000
0.431431 2.500000 2.500000 0.000000
0.432432 2.500000 2.500000 0.000000
0.433433 2.500000 2.500000 0.000000
0.434434 2.500000 2.500000 0.000000
0.435435 2.500000 2.500000 0.000000
0.436436 2.500000 2.500000 0.000000
0.437437 2.500000 2.500000 0.000000
0.438438 2.500000 2.500000 0.000000
0.439439 2.500000 2.500000 0.000000
0.440440 2.500000 2.500000 0.000000
0.441441 2.500000 2.500000 0.000000
0.442442 2.500000 2.500000 0.000000
0.443443 2.500000 2.500000 0.000000
0.444444 2.500000 2.500000 0.000000
0.445445 2.500000 2.500000 0.000000
0.446446 2.500000 2.500000 0.000000
0.447447 2.500000 2.500000 0.000000
0.448448 2.500000 2.500000 0.000000
0.449449 2.500000 2.500000 0.000000
0.450450 2.500000 2.500000 0.000000
0.451451 2.500000 2.500000 0.000000
0.452452 2.500000 2.500000 0.000000
0.453453 2.500000 2.500000 0.000000
0.454454 2.500000 2.500000 0.000000
0.455455 2.500000 2.500000 0.000000
0.456456 2.500000 2.500000 0.000000
0.457457 2.500000 2.500000 0.000000
0.458458 2.500000 2.500000 0.000000
0.459459 2.500000 2.500000 0.000000
0.460460 2.500000 2.500000 0.000000
0.461461 2.500000 2.500000 0.000000
0.462462 2.500000 2.500000 0.000000
0.463463 2.500000 2.500000 0.000000
0.464464 2.500000 2.500000 0.000000
0.465465 2.500000 2.500000 0.000000
0.466466 2.500000 2.500000 0.000000
0.467467 2.500000 2.500000 0.000000
0.468468 2.500000 2.500000 0.000000
0.469469 2.500000 2.500000 0.000000
0.470470 2.500000 2.500000 0.000000
0.471471 2.500000 2.500000 0.000000
0.472472 2.500000 2.500000 0.000000
0.473473 2.500000 2.500000 0.000000
0.474474 2.500000 2.500000 0.000000
0.475475 2.500000 2.500000 0.000000
0.476476 2.500000 2.500000 0.000000
0.477477 2.500000 2.500000 0.000000
0.478478 2.500000 2.500000 0.000000
0.479479 2.500000 2.500000 0.000000
0.480480 2.500000 2.500000 0.000000
0.481481 2.500000 2.500000 0.000000
0.482482 2.500000 2.500000 0.000000
0.483483 2.500000 2.500000 0.000000
0.484484 2.500000 2.500000 0.000000
0.485485 2.500000 2.500000 0.000000
0.486486 2.500000 2.500000 0.000000
0.487487 2.500000 2.500000 0.000000
0.488488 2.500000 2.500000 0.000000
0.489489 2.500000 2.500000 0.000000
0.490490 2.500000 2.500000 0.000000
0.491491 2.500000 2.500000 0.000000
0.492492 2.500000 2.500000 0.000000
0.493493 2.500000 2.500000 0.000000
0.494494 2.500000 2.500000 0.000000
0.495495 2.500000 2.500000 0.000000
0.496496 2.500000 2.500000 0.000000
0.497497 2.500000 2.500000 0.000000
0.498498 2.500000 2.500000 0.000000
0.499499 2.500000 2.500000 0.000000
0.500501 2.500000 0.000000 0.000000
0.501502 2.500000 0.000000 0.000000
0.502503 2.500000 0.000000 0.000000
0.503504 2.500000 0.000000 0.000000
0.504505 2.500000 0.000000 0.000000
0.505506 2.500000 0.000000 0.000000
0.506507 2.500000 0.000000 0.000000
0.507508 2.500000 0.000000 0.000000
0.508509 2.500000 0.000000 0.000000
0.509510 2.500000 0.000000 0.000000
0.510511 2.500000 0.000000 0.000000
0.511512 2.500000 0.000000 0.000000
0.512513 2.500000 0.000000 0.000000
0.513514 2.500000 0.000000 0.000000
0.514515 2.500000 0.000000 0.000000
0.515516 2.500000 0.000000 0.000000
0.516517 2.500000 0.000000 0.000000
0.517518 2.500000 0.000000 0.000000
0.518519 2.500000 0.000000 0.000000
0.519520 2.500000 0.000000 0.000000
0.520521 2.500000 0.000000 0.000000
0.521522 2.500000 0.000000 0.000000
0.522523 2.500000 0.000000 0.000000
0.523524 2.500000 0.000000 0.000000
0.524525 2.500000 0.000000 0.000000
0.525526 2.500000 0.000000 0.000000
0.526527 2.500000 0.000000 0.000000
0.527528 2.500000 0.000000 0.000000
0.528529 2.500000 0.000000 0.000000
0.529530 2.500000 0.000000 0.000000
0.530531 2.500000 0.000000 0.000000
0.531532 2.500000 0.000000 0.000000
0.532533 2.500000 0.000000 0.000000
0.533534 2.500000 0.000000 0.000000
0.534535 2.500000 0.000000 0.000000
0.535536 2.500000 0.000000 0.000000
0.536537 2.500000 0.000000 0.000000
0.537538 2.500000 0.000000 0.000000
0.538539 2.500000 0.000000 0.000000
0.539540 2.500000 0.000000 0.000000
0.540541 2.500000 0.000000 0.000000
0.541542 2.500000 0.000000 0.000000
0.542543 2.500000 0.000000 0.000000
0.543544 2.500000 0.000000 0.000000
0.544545 2.500000 0.000000 0.000000
0.545546 2.500000 0.000000 0.000000
0.546547 2.500000 0.000000 0.000000
0.547548 2.500000 0.000000 0.000000
0.548549 2.500000 0.000000 0.000000
0.549550 2.500000 0.000000 0.000000
0.550551 2.500000 0.000000 0.000000
0.551552 2.500000 0.000000 0.000000
0.552553 2.500000 0.000000 0.000000
0.553554 2.500000 0.000000 0.000000
0.554555 2.500000 0.000000 0.000000
0.555556 2.500000 0.000000 0.000000
0.556557 2.500000 0.000000 0.000000
0.557558 2.500000 0.000000 0.000000
0.558559 2.500000 0.000000 0.000000
0.559560 2.500000 0.000000 0.000000
0.560561 2.500000 0.000000 0.000000
0.561562 2.500000 0.000000 0.000000
0.562563 2.500000 0.000000 0.000000
0.563564 2.500000 0.000000 0.000000
0.564565 2.500000 0.000000 0.000000
0.565566 2.500000 0.000000 0.000000
0.566567 2.500000 0.000000 0.000000
0.567568 2.500000 0.000000 0.000000
0.568569 2.500000 0.000000 0.000000
0.569570 2.500000 0.000000 0.000000
0.570571 2.500000 0.000000 0.000000
0.571572 2.500000 0.000000 0.000000
0.572573 2.500000 0.000000 0.000000
0.573574 2.500000 0.000000 0.000000
0.574575 2.500000 0.000000 0.000000
0.575576 2.500000 0.000000 0.000000
0.576577 2.500000 0.000000 0.000000
0.577578 2.500000 0.000000 0.000000
0.578579 2.500000 0.000000 0.000000
0.579580 2.500000 0.000000 0.000000
0.580581 2.500000 0.000000 0.000000
0.581582 2.500000 0.000000 0.000000
0.582583 2.500000 0.000000 0.000000
0.583584 2.500000 0.000000 0.000000
0.584585 2.500000 0.000000 0.000000
0.585586 2.500000 0.000000 0.000000
0.586587 2.500000 0.000000 0.000000
0.587588 2.500000 0.000000 0.000000
0.588589 2.500000 0.000000 0.000000
0.589590 2.500000 0.000000 0.000000
0.590591 2.500000 0.000000 0.000000
0.591592 2.500000 0.000000 0.000000
0.592593 2.500000 0.000000 0.000000
0.593594 2.500000 0.000000 0.000000
0.594595 2.500000 0.000000 0.000000
0.595596 2.500000 0.000000 0.000000
0.596597 2.500000 0.000000 0.000000
0.597598 2.500000 0.000000 0.000000
0.598599 2.500000 0.000000 0.000000
0.599600 2.500000 0.000000 0.000000
0.600601 2.500000 0.000000 0.000000
0.601602 2.500000 0.000000 0.000000
0.602603 2.500000 0.000000 0.000000
0.603604 2.500000 0.000000 0.000000
0.604605 2.500000 0.000000 0.000000
0.605606 2.500000 0.000000 0.000000
0.606607 2.500000 0.000000 0.000000
0.607608 2.500000 0.000000 0.000000
0.608609 2.500000 0.000000 0.000000
0.609610 2.500000 0.000000 0.000000
0.610611 2.500000 0.000000 0.000000
0.611612 2.500000 0.000000 0.000000
0.612613 2.500000 0.000000 0.000000
0.613614 2.500000 0.000000 0.000000
0.614615 2.500000 0.000000 0.000000
0.615616 2.500000 0.000000 0.000000
0.616617 2.500000 0.000000 0.000000
0.617618 2.500000 0.000000 0.000000
0.618619 2.500000 0.000000 0.000000
0.619620 2.500000 0.000000 0.000000
0.620621 2.500000 0.000000 0.000000
0.621622 2.500000 0.000000 0.000000
0.622623 2.500000 0.000000 0.000000
0.623624 2.500000 0.000000 0.000000
0.624625 2.500000 0.000000 0.000000
0.625626 2.500000 0.000000 0.000000
0.626627 2.500000 0.000000 0.000000
0.627628 2.500000 0.000000 0.000000
0.628629 2.500000 0.000000 0.000000
0.629630 2.500000 0.000000 0.000000
0.630631 2.500000 0.000000 0.000000
0.631632 2.500000 0.000000 0.000000
0.632633 2.500000 0.000000 0.000000
0.633634 2.500000 0.000000 0.000000
0.634635 2.500000 0.000000 0.000000
0.635636 2.500000 0.000000 0.000000
0.636637 2.500000 0.000000 0.000000
0.637638 2.500000 0.000000 0.000000
0.638639 2.500000 0.000000 0.000000
0.639640 2.500000 0.000000 0.000000
0.640641 2.500000 0.000000 0.000000
0.641642 2.500000 0.000000 0.000000
0.642643 2.500000 0.000000 0.000000
0.643644 2.500000 0.000000 0.000000
0.644645 2.500000 0.000000 0.000000
0.645646 2.500000 0.000000 0.000000
0.646647 2.500000 0.000000 0.000000
0.647648 2.500000 0.000000 0.000000
0.648649 2.500000 0.000000 0.000000
0.649650 2.500000 0.000000 0.000000
0.650651 2.500000 0.000000 0.000000
0.651652 2.500000 0.000000 0.000000
0.652653 2.500000 0.000000 0.000000
0.653654 2.500000 0.000000 0.000000
0.654655 2.500000 0.000000 0.000000
0.655656 2.500000 0.000000 0.000000
0.656657 2.500000 0.000000 0.000000
0.657658 2.500000 0.000000 0.000000
0.658659 2.500000 0.000000 0.000000
0.659660 2.500000 0.000000 0.000000
0.660661 2.500000 0.000000 0.000000
0.661662 2.500000 0.000000 0.000000
0.662663 2.500000 0.000000 0.000000
0.663664 2.500000 0.000000 0.000000
0.664665 2.500000 0.000000 0.000000
0.665666 2.500000 0.000000 0.000000
0.666667 2.500000 0.000000 0.000000
0.667668 2.500000 0.000000 0.000000
0.668669 2.500000 0.000000 0.000000
0.669670 2.500000 0.000000 0.000000
0.670671 2.500000 0.000000 0.000000
0.671672 2.500000 0.000000 0.000000
0.672673 2.500000 0.000000 0.000000
0.673674 2.500000 0.000000 0.000000
0.674675 2.500000 0.000000 0.000000
0.675676 2.500000 0.000000 0.000000
0.676677 2.500000 0.000000 0.000000
0.677678 2.500000 0.000000 0.000000
0.678679 2.500000 0.000000 0.000000
0.679680 2.500000 0.000000 0.000000
0.680681 2.500000 0.000000 0.000000
0.681682 2.500000 0.000000 0.000000
0.682683 2.500000 0.000000 0.000000
0.683684 2.500000 0.000000 0.000000
0.684685 2.500000 0.000000 0.000000
0.685686 2.500000 0.000000 0.000000
0.686687 2.500000 0.000000 0.000000
0.687688 2.500000 0.000000 0.000000
0.688689 2.500000 0.000000 0.000000
0.689690 2.500000 0.000000 0.000000
0.690691 2.500000 0.000000 0.000000
0.691692 2.500000 0.000000 0.000000
0.692693 2.500000 0.000000 0.000000
0.693694 2.500000 0.000000 0.000000
0.694695 2.500000 0.000000 0.000000
0.695696 2.500000 0.000000 0.000000
0.696697 2.500000 0.000000 0.000000
0.697698 2.500000 0.000000 0.000000
